标题,Up主,URL链接,播放量,弹幕量,简介,点赞量,投币量,收藏量,分享量,分区,上传日期
领养代替购买 用爱终止流浪,他叫阿园,https://www.bilibili.com/video/BV1GT421z76Y,182.7万,2148,-,33.6万,8.7万,33.6万,628,"['生活', '出行', '公益', '生活记录', '正能量', '流浪猫', '温暖']",2024-08-22 19:08:51
《坦克模拟器3》,马鹿blyat,https://www.bilibili.com/video/BV1Qr421M7Xs,710.0万,8503,《坦克模拟器3》被官方催更出来了，感谢《坦克世界》的大力支持。8月20日是《坦克世界》的周年庆，官方有大力活动；感兴趣的小伙伴可以在浏览器中复制这条链接入坑👉https://urlqh.cn/sRHtO,72.7万,20.9万,72.7万,10.4万,"['科技', '极客DIY', '坦克', 'DIY', '搞笑', '游戏', '坦克世界', '模拟器']",2024-08-20 08:00:00
看看你们的早餐,脱缰凯Kk,https://www.bilibili.com/video/BV1zH4y1c7Bo,262.8万,5335,-,26.5万,8863,26.5万,1573,"['B站小剧场', '影视', '小剧场', '校园', '搞笑', '日常', '原创', '生活', '艺术', '学生', 'B站剧情创作人2.0']",2024-08-21 17:33:27
黑神话悟空最菜玩家！菜还很合理！【主播说三农】,央视农业,https://www.bilibili.com/video/BV1k2421Z77v,131.0万,4961,Not Found,22.8万,3.9万,22.8万,8973,"['资讯', '综合', '孙悟空', '西游记', '游戏', '黑神话悟空', '主播说三农', '农业']",2024-08-23 11:00:00
黑神话创下历史记录，海外网民：谢谢大圣横扫假新闻,波士顿圆脸,https://www.bilibili.com/video/BV1H2421Z7Ls,195.9万,2.4万,Not Found,17.9万,5.0万,17.9万,5985,"['黑神话天命人来也', '资讯', '环球', '文化', '游戏', '黑神话悟空', '政治正确', '《黑神话：悟空》8.20 直面天命']",2024-08-21 19:13:35
原著中孙悟空为何输给二郎神？（玩黑神话前补一下原著）,大蜡烛,https://www.bilibili.com/video/BV1e4421Z7je,256.7万,1.1万,西游记,18.8万,10.2万,18.8万,1.1万,"['黑神话悟空视频创作', '知识', '人文历史', '读书', '单机游戏', '游戏', '西游记', 'steam', '黑神话悟空', '黑神话']",2024-08-20 20:24:44
怪物唾液让人永葆青春，黑神话悟空的剧情有多离谱！,司寇眈眈,https://www.bilibili.com/video/BV1RW42197C8,200.4万,2684,怪物唾液让人永葆青春，黑神话悟空的剧情有多离谱！,24.6万,1392,24.6万,2618,"['游戏', '单机游戏', '主机游戏', '单机', '黑神话悟空', 'steam游戏', '司寇眈眈']",2024-08-21 02:33:24
丝巾变古装,百变花央本人,https://www.bilibili.com/video/BV1yHW8eCEWm,136.9万,1617,-,28.1万,1.6万,28.1万,1.2万,"['生活', '日常', '汉服', '古风', '汉服日常']",2024-08-21 10:53:08
90后第一次割包皮却被老板和同事围观？,亿点点不一样,https://www.bilibili.com/video/BV1RE4m1R7Pm,293.5万,3.0万,什么样的包皮需要切除？割包皮的全过程是什么样的？这期视频中，我们将通过志愿者实拍加科普动画，来看到包皮手术的全过程，让观众对割包皮有更全面的了解。如果这期视频对你有帮助的话，别忘了点赞投币，也欢迎分享给有需要的朋友～,35.4万,14.5万,35.4万,9.1万,"['每天一个健康知识', '知识', '科学科普', '健康', '科普', '知识', '男性', '科学科普', '包皮环切', '医学影像', '万物研究所·夏日探索计划']",2024-08-20 17:00:00
黑神话悟空幕后的艰难创业,商业小纸条,https://www.bilibili.com/video/BV131421t7Bj,104.9万,3906,Not Found,17.4万,6.7万,17.4万,9005,"['知识', '财经商业', '创业', '幕后', '80后', '黑神话悟空', '赚钱']",2024-08-21 01:31:54
写作业的时候要听音乐~♫,yoyo鹿鸣_Lumi,https://www.bilibili.com/video/BV17i421r7kv,69.3万,5937,"夏天已经过去一大半了，你们都是怎么度过的呢？
软件：UE
动作：动作捕捉
BGM：见评论区",10.3万,5.9万,10.3万,1.2万,"['动画', 'MMD·3D', '学习', '作业用BGM', '夏天', '背景音乐', '歌单', '音乐', 'HOYOMIX', '放松', '陪伴', '米哈游']",2024-08-23 12:03:27
2400元“应急求生食品”！重达90斤！里面都有啥？,穿毛裤的小拉泽,https://www.bilibili.com/video/BV1N4421f75Q,568.7万,8414,食测评千人千味，口味仅代表我个人，仅供大家参考！注：封神榜>名士榜>凡人榜>妖魔榜,10.7万,3.3万,10.7万,1584,"['炎炎夏日·美食解暑气', '美食', '美食测评', '单兵口粮', '荒野求生', '军粮', '军粮试吃', '罐头', '末日求生', '军粮开箱', '空投箱', '应急食品']",2024-08-20 16:50:00
【黑神话悟空】错过即消失的妖怪/任务指南,拓海Sama,https://www.bilibili.com/video/BV1Jw4m1r7va,205.8万,2934,"感谢你的耐心观看，视频制作不易觉得不错恳请点赞投币支持一下~有关注的话就更好辣！
【关于本期】
是我90小时的多次踩坑中汇总出来的内容，视频发布前又重新核对了一遍，我确定目前任务与BOSS只有这些了。但各位仍需注意，第六章结束后游戏可能会弹出是否进行二周目，如果选择了是，那么将直接进入二周目存档中，无法撤回。这也是本期推荐UU存档管理器的原因，虽然是饭哈，但我真的觉得蛮好用，毕竟免费，大伙儿试试也没损失。最后如果各位在陆续游玩中又发现了一些错过会成为遗憾的道具、珍玩，可以发布在评论区中。你的遗憾将不在重现！",6.4万,2.7万,6.4万,1.7万,"['黑神话悟空攻略在此', '游戏', '单机游戏', '孙悟空', '黑神话悟空', '教程攻略', '动作游戏', '《黑神话：悟空》8.20 直面天命']",2024-08-22 21:13:49
据说 今天不少外国网友都在打听一只“猴子”的身世~,央视新闻,https://www.bilibili.com/video/BV124421U7Hp,569.8万,7193,Not Found,91.5万,9.9万,91.5万,6.6万,"['游戏', '单机游戏', '西游记', '黑神话悟空', '文化输出']",2024-08-20 17:12:21
《黑神话：作业》,进击的金厂长,https://www.bilibili.com/video/BV1yE421w7TD,175.4万,2.0万,"兄弟们都开学了吗？都玩黑神话悟空了吗？？
快把你抽到的仙丹发在评论区，投币解锁永久使用权限～",13.0万,3.2万,13.0万,1171,"['黑神话天命人来也', '游戏', '单机游戏', '开学', '搞笑动画', '作业', '搞笑', '短片', '暑假', '黑神话悟空', '学生', '金厂长', '《黑神话：悟空》8.20 直面天命']",2024-08-21 18:00:00
这灵吉菩萨显出真身也太有压迫感了,不正经的羔羊,https://www.bilibili.com/video/BV12Z421N7RH,375.5万,1635,Not Found,26.6万,1123,26.6万,2082,"['黑神话悟空实况', '游戏', '单机游戏', '黑神话悟空']",2024-08-20 22:32:34
《玛格西男人》,李万基fit,https://www.bilibili.com/video/BV1tZ421L792,177.6万,3205,Not Found,31.3万,3.4万,31.3万,1.4万,"['天命人！在此集合', '生活', '搞笑', '生活万花筒13.0——让生活，动起来']",2024-08-22 16:49:28
这也能叫唐伯虎点秋香？！！,马刀刻森,https://www.bilibili.com/video/BV1Ti421a7Fr,162.8万,4772,"来了来了来了！！！
突然的更新！！！
大伙最近是不是在玩黑神话？！！
我也在玩！！！
看完马刀再启动猿神
岂不是美滋滋！！！
创作不易！喜欢的话就给个三连吧！！！给个三连吧！！！",12.4万,4.8万,12.4万,3632,"['奇妙动画剧场', '动画', '同人·手书', '三体', '情感', '动漫', '二次元', '剧情', '搞笑', '对对子', '唐伯虎点秋香', '吃鸡', '动画嘉年华2024·无限同人']",2024-08-21 20:47:07
《黑神话：悟空》观影向全剧情丨全主线丨纯剧情精剪【4K 无UI】（更新第三回）「游影社」,游影社,https://www.bilibili.com/video/BV1RuWpezE7h,301.7万,1.8万,"游戏名：黑神话悟空
开发：游戏科学
录制平台：PS5
录制\剪辑：",7.4万,4.8万,7.4万,2.8万,"['黑神话悟空攻略在此', '游戏', '单机游戏', '孙悟空', '剧情向', '悟空', '4K', '黑神话悟空', '动作游戏', '《黑神话：悟空》8.20 直面天命']",2024-08-20 19:20:02
⚡黑神话悟空现状⚡,改BUG的TOM学长,https://www.bilibili.com/video/BV1SH4y1c7vm,123.9万,577,"什么？那猴头已经来了第二十回了？
点赞过两万，光速更新下一期！",22.6万,2.6万,22.6万,2.8万,"['黑神话玩家的精神状态', '生活', '搞笑', '娱乐', '悟空', '鬼畜', '搞笑', '游戏', '计算机', '黑神话悟空', '黑神话', '大学生']",2024-08-21 18:48:59
华裔女生深夜撞死8名青少年，却有150万人为她喊冤？,报姐唠唠,https://www.bilibili.com/video/BV11U411U7Yo,241.3万,5636,Not Found,25.8万,7696,25.8万,3046,"['社会洞察计划', '知识', '人文历史', '社会', '犯罪', '故事', '案件', '法官', '判决', '请回答这个时代3.0']",2024-08-20 18:44:41
简简单单，满足这位粉丝，吃个骆驼。#灵魂汁子教给,敦煌老马-羊头,https://www.bilibili.com/video/BV1Pf421i7Vd,105.7万,3079,-,17.3万,2.5万,17.3万,1161,"['美食', '美食侦探', '逗比', '搞笑', 'Vlog']",2024-08-21 17:10:00
帮你找到《黑神话悟空》全部Boss：小西天篇,八岐七星,https://www.bilibili.com/video/BV1f2W4efERc,368.6万,160,帮助你找到《黑神话：悟空》的所有Boss敌人，本期为第三章小西天篇。,6.2万,3.4万,6.2万,1.7万,"['黑神话悟空攻略在此', '游戏', '单机游戏', '主机游戏', 'ARPG', '单机游戏', 'steam', '黑神话悟空', '黑神话', 'PS5', '动作游戏', '黑悟空', '《黑神话：悟空》8.20 直面天命']",2024-08-21 01:21:35
职业假笑猫,老猫在冲浪,https://www.bilibili.com/video/BV1GYWHePEWu,149.8万,1701,-,21.5万,1.1万,21.5万,6.6万,"['动物圈', '喵星人', '搞笑', '喵星人', '猫猫', '高能', '银渐层', '必剪创作']",2024-08-20 12:28:49
《黑核弹：悟空》一棒4124！！,csd777,https://www.bilibili.com/video/BV1i4WGejEGk,176.5万,910,感谢彦祖亦菲的点赞三连！,18.2万,5895,18.2万,2.8万,"['游戏', '单机游戏', '黑神话悟空']",2024-08-22 17:16:21
【黑神话】版本最强流派！棍花竟成为版本之子！爽游模式启动,星漓ovo,https://www.bilibili.com/video/BV1s7WteBEmp,297.3万,1217,-,13.8万,1.2万,13.8万,4.4万,"['黑神话悟空攻略在此', '游戏', '单机游戏', '孙悟空', 'steam', '黑神话', '教程攻略', '黑神话攻略', '《黑神话：悟空》8.20 直面天命', '黑神话天命人来也']",2024-08-21 08:52:07
女主播6小时百死鏖战虎先锋，愣是把老虎熬死了,兔兔牙萝北,https://www.bilibili.com/video/BV1arW5e1E7D,144.9万,4256,每天爆肝直播黑神话中，直播间发红包！点关注不迷路！,13.6万,4.0万,13.6万,3265,"['黑神话天命人来也', '游戏', '单机游戏', '直播', '悟空', '游戏实况', '搞笑', '直播切片', '黑神话', '女主播', '动作游戏', '虎先锋', '《黑神话：悟空》8.20 直面天命']",2024-08-22 18:47:11
重走西游！《黑神话：悟空》 究竟讲了什么样的故事？！（P1 火照黑云）,虾堡的游戏人格,https://www.bilibili.com/video/BV1US411w7SP,238.8万,3436,"游戏：《黑神话 悟空》
超绝努力肝视频！如果大家喜欢的话给个关注和三连吧！
点赞过万两天内更新下期！
求求啦求求啦求求啦求求啦求求啦求求啦求求啦求求啦求求啦",7.4万,1.4万,7.4万,4657,"['黑神话天命人来也', '游戏', '单机游戏', '游戏', '剧情', 'STEAM', '单机游戏', '黑神话', '黑神话 悟空', '游戏鉴赏家', '《黑神话：悟空》8.20 直面天命']",2024-08-21 10:00:00
【杜比视界】从地心飞到云海？冒险拍下夏天的贵州！,影视飓风,https://www.bilibili.com/video/BV1GZ421L7Le,116.4万,1.0万,"样片日记系列又更新啦！这次我们来到了贵州，记录下了从溶洞到云海的神秘景象，体验到了不一样的风土人情，还拍到了之前一直想试试的4:3人文样片。如果这期节目对你有帮助，请多多支持我们，并将视频分享给朋友们一起看看！
*本期视频我们制作了杜比视界规格，在设备支持的前提下用手机APP端观看，体验更佳！",10.1万,3.7万,10.1万,6620,"['混得好的新定义', '汽车', '汽车生活', '旅行', '数码', '科技', '摄影', '4K', '样片', '贵州', '自驾']",2024-08-22 18:00:00
揭露天命！大圣之死为何成为骗局？《黑神话悟空》细节解析01,利维坦mY,https://www.bilibili.com/video/BV1eb42147E4,170.8万,4517,"序幕解析来了！
求个三连转发支持啦~",8.1万,1.8万,8.1万,8262,"['黑神话天命人来也', '游戏', '单机游戏', '孙悟空', '西游记', '游戏杂谈', '黑神话悟空', '黑神话', '飞智八爪鱼4', '动作游戏', '深度解析', '游戏科学', '《黑神话：悟空》8.20 直面天命']",2024-08-22 18:25:10
一块残缺的玉,画画的小小桔,https://www.bilibili.com/video/BV11GWxePEDh,127.0万,1721,干活的每一个动作都很干脆利落不输任何人，战胜生活战胜自己他真的很厉害,30.3万,4.2万,30.3万,783,"['一起来画画吧！', '生活', '绘画', '励志', '一块残缺的玉', '自强不息', '努力', '画画', '一起来画画吧！暑期绘画逆袭之路2.0']",2024-08-20 20:13:58
二师兄攻击性好强 哈哈哈,SuperMing游戏,https://www.bilibili.com/video/BV1sU411U7V9,355.7万,925,Not Found,24.2万,1223,24.2万,6391,"['游戏', '单机游戏', '单机游戏', '黑神话悟空', 'steam游戏']",2024-08-21 01:42:06
全网最轮椅的流派！两分钟学会耍花棍！【黑神话：悟空】,FadeKnight,https://www.bilibili.com/video/BV1bbW4eGEsY,193.1万,1124,感谢王牌驾驶员：,5.6万,2.1万,5.6万,5.3万,"['黑神话悟空攻略&黑神话悟空日常', '游戏', '单机游戏', '技巧', '演示', '黑神话悟空', '教程攻略', '流派', '轮椅']",2024-08-21 02:04:12
到冰岛的第一天，我就想离开这个国家,马佳PopMatta,https://www.bilibili.com/video/BV1Sy411e7y5,124.4万,2858,Not Found,15.6万,4799,15.6万,3007,"['生活', '日常', '北欧', '冰岛', '欧洲', '高能', '旅游', '生活记录']",2024-08-21 17:00:00
速通《黑神话 悟空》全剧情攻略视频 I 主线速通,司徒晓影,https://www.bilibili.com/video/BV1yBW4eNExA,358.2万,4.2万,谢谢大家支持~爱你们呦,5.1万,2.2万,5.1万,1.5万,"['黑神话悟空攻略在此', '游戏', '单机游戏', '黑神话 悟空', 'WeGame', '《黑神话：悟空》8.20 直面天命']",2024-08-21 00:30:07
挑战99种技术职业.今天开锁被密室拉黑名单了,旺仔有内涵,https://www.bilibili.com/video/BV1XZ421N7uK,108.6万,479,-,16.5万,2752,16.5万,2852,"['生活', '搞笑', '技术', '黑名单', '职业', '挑战']",2024-08-21 12:29:23
《崩坏：星穹铁道》Gamescom参展视频——「罗浮评书•新章速递」,崩坏星穹铁道,https://www.bilibili.com/video/BV1o4421Z7q4,160.9万,5040,"「说起这天击将军，以她为原型的传奇故事，在曜青街头巷尾可是长盛不衰。那位客官问了：总听她一人的传奇，不会听腻吗？嘿，那列位可小瞧了她创造传奇的速度——请听！」
 
中文CV：
桂乃芬——小敢
素裳——陈婷婷
藿藿——葛子瑞
西衍先生——关帅
飞霄——叶知秋
帕姆——蒋丽
Archer——吴磊
 
日文CV：
桂乃芬——直田姫奈
素裳——福圆美里
藿藿——长绳麻理亚
西衍先生——比嘉良介
飞霄——小松未可子
帕姆——长泽美树
Archer——诹访部顺一
 
英文CV：
桂乃芬——Morgan Lauré
素裳——Anjali Kunapaneni
藿藿——Megan Shipman
西衍先生——Ernesto Jason Liebrecht
飞霄——Anairis Quinones
帕姆——长泽美树
Archer——诹访部顺一
 
韩文CV：
桂乃芬——김수영
素裳——박시윤
藿藿——김채린
西衍先生——김혜성
飞霄——손정민
帕姆——长泽美树
Archer——诹访部顺一",15.8万,3.2万,15.8万,3.0万,"['游戏', '手机游戏', '崩坏：星穹铁道', '崩坏星穹铁道', '米哈游', 'Gamescom', 'miHoYo']",2024-08-21 12:00:00
寄生100天P1 开局成为寄生母体 被逆天人类战士爆杀,林凡Gg,https://www.bilibili.com/video/BV1kE421F7aE,111.0万,5063,"新系列正式开始！在这个整合包里，我和另外三名伙伴成为了寄生母体，还有四个玩家选择了人类阵营，我们的目的是消灭所有人类，并且把世界感染到10级！而他们需要打赢世界净化之战，彻底除掉寄生虫！最终谁会赢呢？
整合包原作者：",5.3万,1.5万,5.3万,435,"['万物皆可游戏', '游戏', '单机游戏', '寄生虫', '沙盒游戏', '实况解说', '我的世界', '生存', '游戏实况', '惊变100天', '畸变100天', '寄生100天']",2024-08-23 00:18:40
假市长去县里考察，遇到的事刷新三观，老电影太讽刺了！《江城奇事》,浮生说剧,https://www.bilibili.com/video/BV1iy411e7dY,902.2万,4960,电影：《江城奇事》,21.7万,6709,21.7万,2491,"['新剧好剧一起看', '影视', '影视杂谈', '经典电影', '电影', '电影剪辑', '电影解说', '影评杂谈', '江城', '老电影', '奇事', '人人都能聊影视3.0']",2024-08-20 09:30:00
黑 神 话 悟 空 现 状,锤子game,https://www.bilibili.com/video/BV1eZ421T7EL,157.6万,1194,吃俺老孙一棒！,20.7万,3429,20.7万,3061,"['黑神话天命人来也', '游戏', '单机游戏', '悟空', '西游记', '搞笑', '黑神话悟空', '黑神话', '现状', '真实', '虎先锋', '《黑神话：悟空》8.20 直面天命']",2024-08-21 19:59:35
绑架曹牛,本喵叫兔兔,https://www.bilibili.com/video/BV17S421974n,88.8万,824,-,12.0万,5.0万,12.0万,689,"['动物总动员', '动物圈', '喵星人', '上海', '喵星人', '猫德学院', '流浪猫', '亚宠展', '橘猫', '动物总动员-我的宠物不一样']",2024-08-21 18:35:33
极致还原！真人版黑神话悟空！这一次，终于可以扮演我们自己的英雄了！,剑客范十三,https://www.bilibili.com/video/BV1Qf421q7pM,131.9万,1694,-,23.4万,7.4万,23.4万,4859,"['黑神话天命人来也', '运动', '运动综合', '4K', '正能量', '梦想', '黑神话悟空', '武侠梦']",2024-08-19 17:17:50
谁能想到，中国人模仿AI的视频竟然在外网火了…,老麦的工具库,https://www.bilibili.com/video/BV1jb42177mf,252.5万,615,Not Found,13.2万,1568,13.2万,1001,"['人人能用的AI视频来了', '科技', '软件应用', '科普', '人工智能', 'AI', '文生视频', '图生视频', '智谱清言', '科技改变生活', 'AI技术', '清影']",2024-08-21 18:00:33
悟空？他长什么样？,吕宸joker,https://www.bilibili.com/video/BV12E4m197fA,72.2万,561,玩儿黑神话悟空时候，偶然碰到一幅壁画。突然勾起了我自己看到孙悟空壁画的回忆。,16.0万,4225,16.0万,1834,"['人文历史档案馆', '知识', '人文历史', '西游记', '游戏', '悟空', '人文', '历史', '黑神话', '行走的人文', '中国文化']",2024-08-22 19:47:29
口嗨姐遇到真实哥,乱小世,https://www.bilibili.com/video/BV1kz421e7ko,282.1万,304,-,23.5万,652,23.5万,3853,"['生活', '搞笑', '生活记录', '娱乐', '真实']",2024-08-22 13:23:51
省money and be香香,OliverWalsh,https://www.bilibili.com/video/BV1ky411i7hs,139.0万,362,-,13.3万,4266,13.3万,1614,"['时尚', '美妆护肤', '香水', '日常', '穿搭', '种草', '美妆', 'oliverwalsh']",2024-08-21 13:30:03
全网首发！《黑神话：悟空》全成就攻略！81个成就解锁方法全揭秘！,老蕉Banous,https://www.bilibili.com/video/BV1tM4m1a7bG,143.2万,562,"因为是首发，再加上81个成就实在是太多了，有可能做视频的时候看花眼或者记忆混乱，请在弹幕或评论区指正，我会发置顶评论和醒目弹幕修改，谢谢！

全网首发！《黑神话：悟空》全成就攻略！81个成就解锁方法一览！",4.1万,9820,4.1万,6897,"['黑神话天命人来也', '游戏', '单机游戏', '黑神话悟空', '黑神话', '黑神话成就', '黑神话结局', '黑神话隐藏结局', '黑神话全成就', '八十一难成就', '黑神话完美结局', '黑神话攻略', '《黑神话：悟空》8.20 直面天命']",2024-08-22 16:10:03
既然你都分了两层，底下干脆不要颜色了吧！,何大爷课堂,https://www.bilibili.com/video/BV18Z421K7rT,107.9万,800,Not Found,16.9万,3382,16.9万,1689,"['万物研究所', '知识', '人文历史', '学习', '#艺术', '万物研究所·夏日探索计划']",2024-08-22 20:10:00
天命（那只猴子死后）,小少焱的,https://www.bilibili.com/video/BV112421Z7tW,66.1万,978,《黑神话：悟空》发布之前猜着剧情写的词。,5.9万,3.8万,5.9万,5003,"['新世代音乐人计划原创季', '音乐', '原创音乐', '歌曲', '古风', '猴子', '天命']",2024-08-22 11:56:33
当你被人贩子拐到了自己家时,番茄猫meme小剧场,https://www.bilibili.com/video/BV1z9Whe6EUg,159.3万,228,Not Found,23.2万,1157,23.2万,669,"['鬼畜星探企划', '鬼畜', '鬼畜剧场', '新人', '娱乐', '奇葩', '原创', '高能', '鬼畜素材', '电棍', '沙雕', '穿山甲']",2024-08-21 16:49:31
外交部回应《黑神话：悟空》全球走红：这反映了中国文化的吸引力,新华社,https://www.bilibili.com/video/BV17i421a7Lp,218.9万,1266,Not Found,20.2万,4820,20.2万,1.8万,"['资讯', '热点', '单机游戏', '游戏', '孙悟空', '西游记', '黑神话悟空', '中国古典文学', '中国文化', '中国传统文化', '新华社', '文化出海']",2024-08-21 18:08:12
博伊卡高燃片，超燃森林狩猎类复仇动作片，邪恶永远打不过正义,摩斯神探,https://www.bilibili.com/video/BV12S42197Ci,209.2万,2320,Not Found,7.3万,1258,7.3万,183,"['人人都能聊影视', '影视', '影视杂谈', '电影解说', '动作', '复仇', '人人都能聊影视3.0']",2024-08-22 11:00:48
“你是说让这小猴子顶替我师兄？他配吗？”,y极简,https://www.bilibili.com/video/BV1c6WmesEf5,155.9万,635,Not Found,11.2万,4157,11.2万,2436,"['影视', '影视剪辑', '孙悟空', '西游记', '黑神话悟空', '猪八戒']",2024-08-23 14:52:26
《你管这叫虎先锋？》,金铲铲阿水,https://www.bilibili.com/video/BV1CzW4eeEzL,172.8万,779,-,25.4万,763,25.4万,2538,"['游戏', '网络游戏', '黑猴子', 'steam', '黑神话悟空']",2024-08-21 00:40:49
旅游20大警告，揭秘国内的旅游陷阱，你中过招吗？#国内旅游陷阱 #出门旅游如何避坑 #旅游避坑指南 #实用旅游避坑指南 #旅游乱象,中国旅游推荐官,https://www.bilibili.com/video/BV1Ar421N7PL,306.4万,692,-,11.3万,1901,11.3万,2783,"['生活', '出行', '旅游', '干货', '旅游攻略']",2024-08-22 11:04:31
