标题,Up主,URL链接,播放量,弹幕量,简介,点赞量,投币量,收藏量,分享量,分区,上传日期
【我的世界】官方花费15年铺垫了如此宏大的故事？,探戈狼-TangoWolf,https://www.bilibili.com/video/BV1dRWSeQE1B,68.8万,4526,"【大脑开洞】系列持续征集大胆创新想法，欢迎私信探戈狼你在游戏，天文地理，科幻，动漫，电影任何领域独特有趣的点子吧！

如果喜欢视频的话，就留下你的点赞和硬币，支持一下吧！",5.9万,2.9万,5.9万,6210,"['万物皆可游戏', '游戏', '单机游戏', '我的世界', '沙盒游戏', '游戏杂谈', '生存', '游戏', 'MC', 'minecraft']",2024-08-23 18:48:54
【李炮炮儿】视频加载中，速速查收惊喜！,李炮炮儿,https://www.bilibili.com/video/BV1nz421v7Mj,88.3万,930,-,16.9万,1694,16.9万,747,"['旅行随手记', '生活', '搞笑']",2024-08-24 00:53:56
假如在漫展coser背后，用唢呐吹他们的角色主题曲²,浑元Rysn,https://www.bilibili.com/video/BV1Jz421i7w6,482.7万,4220,"第二期！事不过三，还有最后一期，CP可能见！
有难度，看到角色之后迅速在脑子里检索音乐，生怕coser跑了，然尔还是会有错音，吹错（",47.2万,1.7万,47.2万,3740,"['原神创作者交流会', '音乐', '演奏', '二次元', '漫展', '现场', '角色', '唢呐', 'Cosplay', '原神', '原神fes', '原神UP主激励计划4.8']",2024-08-21 12:00:00
仁狼死，贪佛生？黑神话中那些你没注意到的暗线故事 《黑神话：悟空》全面解读01 黑风山篇,蓝二烟,https://www.bilibili.com/video/BV18W421Q7Zg,169.9万,1516,做这期的时候刚打完第二章黄风岭全收集，感谢我的本科室友,5.8万,1.4万,5.8万,2496,"['黑神话天命人来也', '游戏', '单机游戏', '孙悟空', '游戏解说', '游戏杂谈', '西游记', '黑神话悟空', '动作游戏', '《黑神话：悟空》8.20 直面天命']",2024-08-23 11:15:00
《黑神话悟空》陕北说书专辑 8分钟完整版 中国传统文化元素太强大了！,星云Music,https://www.bilibili.com/video/BV1cLWGeREZg,162.6万,3571,黑神话悟空 陕北说书专辑 完整版 循环播放太带劲了,7.9万,1.8万,7.9万,2.7万,"['音乐分享官', '音乐', '音乐综合', 'BGM', '孙悟空', '专辑', '传统文化', '完整版', '配乐', '黑神话', '中国传统文化', '音乐分享官暑期特别企划']",2024-08-22 16:34:21
“警察叔叔我姐姐姑妈弟弟全丢了……”,央视新闻,https://www.bilibili.com/video/BV1rE421c7tB,198.8万,865,"小女孩：“我姐姐，还有我姑妈，两个弟弟，都丢了。” 
民警：“都丢了？哎呀。”
近日，在山东青岛一海水浴场，小女孩十分冷静地和民警交流。她可能没意识到，走丢的不是她的一家人，而是她自己~随后，民警帮她联系到了家人。民警介绍，最常在海边浴场出现的警情就是“儿童走失”。暑期旅游旺季，不少父母带着孩子外出旅行享受度假时光。外出游玩，请提醒萌娃：记得看好自己家长，以免他们“走失”～",24.5万,1094,24.5万,5378,"['生活', '亲子', '搞笑', '生活记录']",2024-08-23 18:39:55
【星穹夏日联欢盛典】《五星角色批量获取指南》,盐鱼安图丁,https://www.bilibili.com/video/BV1dT421z7iN,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,['Not Found'],Not Found
无派蒙原人系列完结，满级大佬重回新手村！！？,泠代Lulu,https://www.bilibili.com/video/BV1Un4y1f7x7,91.7万,1960,"这么久以来，谢谢大家了！最后一期了，大家能不能看我做了这么久的份上点个三连呢（bushi

想了很久，这么拖着啥也不是，我本来也越来越厌烦这个系列了，也算是这么久以来画上一个不算完美的句号吧！

看各位想不想让我从零开始体验原神剧情，更到稻妻然后彻底结束，不过按照现在这个情况可能想看的人并不是很多哈哈哈",12.1万,7947,12.1万,582,"['原神4.8游戏攻略', '游戏', '手机游戏', '游戏杂谈', '原神搞笑', '原神配音', '无派蒙', '沙雕', '米哈游', '原人', '整活', '原神', '原神UP主激励计划4.8']",2024-08-24 12:05:00
母亲说“为了你好”，于是逼她砸掉了自己的手办…,梦格尔_,https://www.bilibili.com/video/BV1yS421X7Jf,184.8万,3893,"铺垫了很久终于要开始串起来啦！希望大家这次看的开心！
制作不易！求三连！

投稿可私信

配音：
余灰、灼灼",4.2万,1.5万,4.2万,885,"['UP！原创动画', '动画', '同人·手书', '二次元', '青春期', '原创动画', '动画短片', '梦格尔', '上美影的夏天', '父母', '中式教育', '原生家庭', 'UP！原创动画3.0超时空高校季']",2024-08-23 12:00:00
我建议延迟开学！,谢谢艺,https://www.bilibili.com/video/BV1NEWDeTEpM,90.5万,892,-,22.6万,3056,22.6万,8379,"['开学前的精神状态', '生活', '搞笑', '原创', '校园', '搞笑', '开学', '动感潮玩迎新会', '大学生', '高中']",2024-08-23 17:42:33
【2024全球冠军赛】总决赛 EDG vs TH,无畏契约赛事,https://www.bilibili.com/video/BV1d2421d7BX,211.1万,2.2万,【2024全球冠军赛】总决赛 EDG vs TH,5.1万,3.5万,5.1万,2951,"['游戏', '电子竞技', '电竞赛事', '电子竞技', '游戏赛事', '瓦罗兰特', '无畏契约', 'VCTCN', 'VAL', 'VCT', 'valorant']",2024-08-25 16:30:50
没有比上班更轻松的事了,矮油王老六,https://www.bilibili.com/video/BV16f421i7Wb,124.0万,113,-,21.7万,5335,21.7万,3044,"['原创搞笑剧情', '生活', '搞笑', '职场', '搞笑视频', '高能', '搞笑', '吐槽', 'rap', '搞笑段子', '上班', '王老六', 'BILIBILI金电视奖']",2024-08-23 18:33:21
《玛格西男人》,李万基fit,https://www.bilibili.com/video/BV1tZ421L792,228.0万,3838,Not Found,39.8万,4.3万,39.8万,1.8万,"['天命人！在此集合', '生活', '搞笑', '生活万花筒13.0——让生活，动起来']",2024-08-22 16:49:28
当我们在MC里开了家「空岛汉堡店」第三期 !？,萝卜吃米洛,https://www.bilibili.com/video/BV11z421e7Qp,76.0万,6031,"这一次我们把卡慕sama炒鱿鱼了！希望给各位食客带来更好的用餐体验~！
感谢整合包作者 ：",9.8万,2.4万,9.8万,581,"['万物皆可游戏', '游戏', '单机游戏', '独立游戏', '我的世界', '搞笑', '沙盒游戏', '单机游戏', '生存', 'minecraft', '生存挑战', '沙雕']",2024-08-25 08:00:00
现场留下了相当完整的作案记录【传奇采购王】,原野郎中,https://www.bilibili.com/video/BV1zz421e779,68.9万,3283,游戏：《Teardown》,9.2万,2.2万,9.2万,692,"['游戏', '单机游戏', '游戏', '原野郎中', '传奇采购王', '拆迁', 'Teardown']",2024-08-23 17:00:00
【星穹夏日联欢盛典】飞霄印象曲「凌霄」,浮玉酱,https://www.bilibili.com/video/BV1X1WEetEsH,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,['Not Found'],Not Found
【星穹夏日联欢盛典】炸裂！黄泉大战宿傩！,特效小哥studio,https://www.bilibili.com/video/BV1hT421z7hH,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,['Not Found'],Not Found
《对抗路唯一的王》,尴尬的铁根er,https://www.bilibili.com/video/BV1CU411m7dx,217.2万,1451,Not Found,8.1万,2847,8.1万,986,"['游戏', '手机游戏', '搞笑', '电子竞技', '王者荣耀', '大司命', 'MOBA']",2024-08-23 19:53:57
游戏里的《云宫迅音》,西游记作曲许镜清,https://www.bilibili.com/video/BV1TW421X7KY,116.9万,1226,昨天深夜，我又看了82版《西游记》，当年的画面虽然跟现在的#黑神话悟空 视频画面没法比，但也很用心。当年的音乐能在当下火爆的游戏里焕发光彩，我很满足。我还没玩游戏，就先跟小伙伴们聊聊音乐吧,19.3万,2.1万,19.3万,1082,"['热议黑神话悟空', '音乐', '音乐综合', '经典歌曲', '西游记作曲许镜清', '黑神话悟空', '云宫迅音']",2024-08-22 20:32:10
生活给你压力 你就还他奇迹,平常心-myd,https://www.bilibili.com/video/BV1yS421Q7xf,114.4万,877,-,23.6万,1244,23.6万,211,"['运动', '运动综合', '励志', '梦想', '篮球']",2024-08-24 11:39:01
黑神话悟空，实体周边，这么快就出来了？！,摆货小天才,https://www.bilibili.com/video/BV1gH4y1F7t1,165.1万,937,-,20.4万,3118,20.4万,6429,"['黑神话天命人来也', '游戏', '单机游戏', '原创', '孙悟空', '黑神话悟空', '黑神话', '周边', '游戏周边', '《黑神话：悟空》8.20 直面天命']",2024-08-23 18:36:33
受伤的怎么老是八戒啊,_离咕咕,https://www.bilibili.com/video/BV1ay411v7na,117.9万,318,Not Found,17.6万,510,17.6万,789,"['影视', '影视剪辑', '孙悟空', 'STEAM', '娱乐', '沙雕', '主播']",2024-08-23 20:03:35
疯了！好吃到疯了【肥牛虾滑响铃卷】虾滑新吃法,龙帅食堂,https://www.bilibili.com/video/BV1A2421f7eW,119.1万,168,"【火锅店就能DIY的隐藏新吃法，超简单，一学就废】
喜欢本期作品的铁子们可以投币点赞收藏三连噢！
全网同名持续更新，关注不迷路！超级感谢各位的认可与支持！
合作邮箱：396147926@qq.com",13.8万,3393,13.8万,3916,"['炎炎夏日·美食解暑气', '美食', '美食制作', '美食制作', '番茄肥牛煲', '肥牛神仙吃法', '番茄神仙吃法', '虾滑新吃法', '番茄虾滑肥牛响铃卷', '肥牛新吃法', '番茄肥牛虾滑响玲卷', '虾滑神仙吃法']",2024-08-23 16:30:00
当你学会PS过后....,徐大虾咯,https://www.bilibili.com/video/BV1d2421Z7i6,61.6万,5413,没想到吧,8.6万,3.4万,8.6万,1417,"['搞笑研究所', '生活', '搞笑', 'PS', 'P图', '娱乐', '生活', '搞笑', '沙雕', 'Photoshop', '徐大虾', '徐大虾咯', '搞笑研究所2024 5.0']",2024-08-24 12:05:00
我奶终于会花钱了,邢三狗子,https://www.bilibili.com/video/BV1mS42197Xa,242.5万,1714,-,7.5万,1198,7.5万,454,"['生活', '搞笑', '生活记录', '娱乐', '段子']",2024-08-23 15:33:02
一⚡次⚡骗⚡个⚡够 🤓☝,轩辕浪浪FRMK_,https://www.bilibili.com/video/BV1y5W5eAEK8,55.1万,1511,"--------------------
昨天吃了菌子，今天凌晨5点钟梦游起来剪的视频
--------------------
使用软件：Photoshop，Premiere Pro
素材出处（侵删）：
Bad Apple!!：BV1xx411c79H轻音少女 - ED - Don't say Lazy：BV1eJ411b7DBGBC - OP - 熙熙攘攘、我们的城市：BV1ox4y1e71S凉宫春日插曲 - God Knows...：BV16i4y1j7aXNever Gonna Give You Up：BV1GJ411x7h7鬼泣5绿幕素材：BV1yS4y177wP幸运星 - OP - 拿去吧！水手服！：BV1fU411U7ca孤独摇滚插曲 - あのBAND ：BV1WP411u7oq明日方舟EP - Mystic Light Quest：BV1Ky411q7QC千恋*万花 - OP - 以恋结缘：BV1L4421S7Kr神的随波逐流MV：BV1uJ411879Y成步堂龙一跳舞素材：BV1EvV3edEYo逆转裁判异议素材：BV1ZsvzeQEur--------------------
这素材出处写得累死我了www（bushi",16.1万,1.3万,16.1万,1.7万,"['动画', '综合', '凉宫春日', '鬼泣5', '逆转裁判', '幸运星', '明日方舟', 'GBC', '千恋万花', 'bad apple', 'god knows', '孤独摇滚']",2024-08-22 19:46:38
这是男生的统一速度吗？,阿瘫呀,https://www.bilibili.com/video/BV1df421i7JK,186.8万,202,-,20.6万,579,20.6万,363,"['开箱，但录取通知书版', '动画', 'MAD·AMV', '和哔哩哔哩一起过夏天']",2024-08-24 19:24:03
我算出了周防有希的身材数据，b站第一人,最上川下山,https://www.bilibili.com/video/BV1jE4m197Kx,106.0万,715,这是简介,12.5万,4277,12.5万,5659,"['动画种草激励计划', '动画', '动漫杂谈', '最上川下山', '艾莉同学', '周防有希', '有希', '毛妹', '马达马达', '不时用俄语小声说真心话的邻桌艾莉同学', '动画种草激励计划夏令营']",2024-08-23 16:14:34
早说你不喜欢甜妹啊，我就不用装了！中老年模特变装！,中老年模特梁晓晴,https://www.bilibili.com/video/BV1YYWGeGEEf,117.8万,326,-,25.2万,464,25.2万,4190,"['夏日学穿搭', '时尚', '穿搭', '美女', '穿搭', '美妆', '夏日时髦地图']",2024-08-22 16:50:57
我也不想捡啊，可它们真把我当妈了！,圆圆的智子,https://www.bilibili.com/video/BV1ei421r7xJ,136.6万,465,感谢三连！成都有领养意愿的小伙伴欢迎私信,4.3万,2.9万,4.3万,389,"['动物总动员', '动物圈', '喵星人', '小奶猫', '领先猫罐头', '领先主食罐头', '如果我穿进甄嬛传', '领先甄安心', '田园猫', '流浪猫', '捡猫', '成都领养', '动物总动员-我的宠物不一样']",2024-08-23 17:10:00
旅游20大警告，揭秘国内的旅游陷阱，你中过招吗？#国内旅游陷阱 #出门旅游如何避坑 #旅游避坑指南 #实用旅游避坑指南 #旅游乱象,中国旅游推荐官,https://www.bilibili.com/video/BV1Ar421N7PL,449.4万,921,-,17.0万,3149,17.0万,4414,"['生活', '出行', '旅游', '旅游攻略', '干货']",2024-08-22 11:04:31
【星穹夏日联欢盛典】「飞云踏月战九霄」——负勇怀毅，荡涤妖寇,帷幕VMovie,https://www.bilibili.com/video/BV1Li421r74L,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,['Not Found'],Not Found
见到这个BOSS千万别杀他！杀他错失绝版装备只能二周目 黑手道人断手隐藏装备【下毒手】【黑神话悟空】,老头环的小迷弟,https://www.bilibili.com/video/BV14fWXe2Exp,174.4万,780,真他N离谱,3.1万,4350,3.1万,2.3万,"['黑神话悟空攻略&黑神话悟空日常', '游戏', '单机游戏', '攻略', '第四章', '隐藏', '紫', '隐藏装备']",2024-08-24 07:30:00
不是哥们，真给你玩到黑神话悟空了？还一命速通黑熊精,村长解说一下,https://www.bilibili.com/video/BV1h6WZeNEdC,256.3万,870,Not Found,14.4万,1398,14.4万,1.4万,"['影视', '短片', '人类', '冒险', '纪录片', '黑神话悟空', '黑熊', '野外', '离谱', '必剪创作']",2024-08-24 18:49:40
宿舍、出租屋必备技能，半导体小冰箱DIY制作，无需焊接，有手就行，可零下结冰,垃圾研究社,https://www.bilibili.com/video/BV1SDWDe5EUQ,70.3万,1142,"这个视频是去年视频的重置版
BGM：summer pockets游戏原声",3.7万,1.9万,3.7万,7005,"['科技', '极客DIY', 'DIY', '宿舍', '出租屋', '智能家居', '大学生', '冰箱', '半导体', '住宿', '散热器', '宿舍出租']",2024-08-24 00:10:55
