标题,Up主,URL链接,播放量,弹幕量,简介,点赞量,投币量,收藏量,分享量,分区,上传日期
2根牛排1斤多，就问你能炫几根？,绵羊料理,https://www.bilibili.com/video/BV1jW421X71P,188.5万,4193,大口吃肉最爽的一次！！,16.1万,3.4万,16.1万,4897,"['bilibili食界杯', '美食', '美食制作', '吃货', '搞笑', '日常', '生活', 'vlog', '广州', '探店']",2024-08-24 17:46:28
火了,小砍丶,https://www.bilibili.com/video/BV1FH4y1F7Es,150.9万,1.1万,"游戏规则：
一共26张道具牌 13张再来一次牌
谁的卡先翻完谁就输
一共有三种卡牌
再来一次（重新在翻一张卡
普通卡牌（没有效果
道具卡牌（获得道具
---------------------------------------
道具卡牌：
撬棍（顺手牵羊 拿走对方的道具
灭火器（刷新一张翻开的卡牌
望远镜（偷看一张卡牌
斧头（消灭一张卡牌
油桶（烧掉对方一张卡牌
感谢点开这个视频，看完觉得不错的话就点个赞！
投币分享收藏这个视频可以让更多观众看到我！",13.2万,4.4万,13.2万,1354,"['推荐宝藏游戏', '游戏', '单机游戏', '奇葩', '搞笑', '猎奇', '恐怖', 'Arsonate', '沙雕', '挑战', '卡牌游戏', '小砍']",2024-08-25 12:00:00
耗时375天！挑战全网最还原的林尼魔术秀！,一颗咕咕星,https://www.bilibili.com/video/BV1rU411m7RC,70.5万,3977,"本期Flag：
投币过20w，把怪盗基德的同款专属牌印出来！
收藏过5w，把林尼的所有魔术和花切都拍成教学！
 
一些没有在视频里说，但是依然想分享给各位的事情：
1.这期视频的工程量不一定是最大的，但绝对是筹备起来最难的。
2.虽然以前也立过还原怪盗基德的Flag，但没有打算印牌，这次如果投币能过20w，就把牌一模一样地印出来。
3.因为准备拍牌雨的时候担心牌不够，其实我找工厂印了两次林尼牌（虽然最后发现可以不用那么多T.T），多出来的牌我会拿出一部分送给大家，敬请期待！
4.拍完Cos类型的视频，对这项工作的辛苦有了更直观的认识，真的很佩服各位Coser！我在这方面是纯新手，所以无论是妆造，还是拍摄条件等等，都有不尽如人意的地方，不足之处还请大家多多包容（Cos比花切难多了呜呜）~
5.感谢鹿鹿的友情客串，感谢乔治君在牌雨拍摄中的帮助，感谢Ve唯一在后期上的协助，感谢Coser小烨清在Cos方面的指导，感谢大家！！

最后，再次跪求一波一键三连呀！！这对我真的非常重要！！！",12.3万,12.9万,12.3万,2756,"['原神4.8游戏攻略', '知识', '野生技能协会', '花切', '自制', '魔术', 'cos', '林尼', '琳妮特', '还原', '原神', '咕咕星', '原神UP主激励计划4.8']",2024-08-24 16:30:00
人生的本质是痛苦的，要学会与痛苦的人生和平共处，高分冷门电影《来自俄亥俄的获奖者》,顾我电影,https://www.bilibili.com/video/BV1ef421i7Lk,291.4万,1.3万,人生的本质是痛苦的，要学会与痛苦的人生和平共处，高分冷门电影《来自俄亥俄的获奖者》,16.4万,1.3万,16.4万,4836,"['人人都能聊影视', '影视', '影视杂谈', '经典电影', '电影解说', '冷门', '电影剪辑', '励志', '来自俄亥俄的获奖者', '高分电影', '温情', '人人都能聊影视3.0']",2024-08-23 21:05:00
“中 美 合 拍”,枫泽雨畔,https://www.bilibili.com/video/BV1CE4m1979G,136.3万,765,不得不说玩第二章的时候确实听着摇头晃脑的。经过日日夜夜目前也才打到百目魔君，这游戏很上头啊,14.1万,3.3万,14.1万,2.8万,"['动画', '综合', '童年', '游戏', '猫和老鼠', '搞笑', '黑神话悟空', '黑神话', '秦腔']",2024-08-24 12:00:00
15个简单有趣的小食谱～有手就会系列～,胡仔一人食,https://www.bilibili.com/video/BV1Ni421r774,123.2万,915,Not Found,16.5万,5445,16.5万,4208,"['还是淘宝香', '美食', '美食制作', '月饼', '美食', '甜品', '创意', '教程', '中秋', '美味', '有手就会']",2024-08-23 20:00:00
（这也能解说？！）爆燃！我的温度在你之上！热血陀螺大赛【8】,Super也好君,https://www.bilibili.com/video/BV1dM4m1a789,109.9万,2.1万,第八期终于来了！！！万众瞩目的激燃对决！！快来支持你喜欢的选手吧！,9.8万,4.7万,9.8万,4714,"['教育优惠真香', '生活', '搞笑', '解说', '陀螺', '童年', '这也能解说', '大学生', '热血', '教育优惠', 'Super也好君', '哔哩哔哩开学季', 'up！新学期']",2024-08-25 12:00:00
黑神话序章＋黑风山剧情解说：若无袈裟，众生又怎知我尘缘已断，金海尽干,阵左阵左,https://www.bilibili.com/video/BV1aHWSeLEqE,275.7万,830,Not Found,11.6万,3328,11.6万,859,"['黑神话天命人来也', '游戏', '单机游戏', '黑神话悟空', '《黑神话：悟空》8.20 直面天命']",2024-08-23 19:42:30
开局一个车队，你该如何应对？,上汽大众,https://www.bilibili.com/video/BV1zM4m1a7eb,251.4万,1399,就这么水灵灵地守护着你，直到永远！,22.5万,5907,22.5万,6427,"['汽车', '汽车生活', '植物大战僵尸', 'ID.BUZZ', '朗逸新锐', '途观L Pro', '上汽大众', '途昂', 'ID.3']",2024-08-24 16:00:00
令人恐惧！正式揭开灵吉菩萨的真面目【黑神话悟空】震撼解读02,未知老D,https://www.bilibili.com/video/BV19rWzeDEsi,226.4万,5820,"爆肝第二章~这次不想再凉了
希望大家能三连加热一波~",9.2万,2.4万,9.2万,1.1万,"['黑神话天命人来也', '游戏', '单机游戏', '游戏杂谈', '单机游戏', '孙悟空', '西游记', '黑神话悟空', '《黑神话：悟空》8.20 直面天命']",2024-08-25 17:39:14
不管干什么总坚持不下去？试试这个,西一昂叨叨版,https://www.bilibili.com/video/BV13E4m1d7ih,324.9万,919,Not Found,20.6万,5638,20.6万,2762,"['搞笑新星训练营', '生活', '搞笑', '生活记录', '学习', '成长', '努力', '搞笑新星训练营2024 3.0']",2024-08-23 22:00:00
黑神话悟空 第四期,鲤鱼Ace,https://www.bilibili.com/video/BV1eW421X7JK,180.1万,4.5万,"解锁隐藏区域，击败隐藏BOSS
黑神话悟空 第四期",6.4万,3.3万,6.4万,815,"['黑神话天命人来也', '游戏', '单机游戏', '孙悟空', '搞笑', '黑神话悟空', '鲤鱼', '《黑神话：悟空》8.20 直面天命']",2024-08-24 16:41:14
我建议延迟开学2,谢谢艺,https://www.bilibili.com/video/BV16VWkeqEHQ,112.3万,1089,-,26.2万,7197,26.2万,1.6万,"['开学前的精神状态', '生活', '搞笑', '原创', '校园', '搞笑', '开学', '动感潮玩迎新会', '大学生', '高中', '学生']",2024-08-25 18:22:56
徒弟指挥的师傅做菜笑岔气了，云南徒弟炒土豆丝，师傅做虎皮椒炒蛋,灶台阿连,https://www.bilibili.com/video/BV1bT421z7AJ,228.8万,587,-,10.7万,2544,10.7万,1275,"['跟着UP主学做菜', '美食', '美食制作', '厨艺', '家常菜', 'Vlog']",2024-08-24 23:35:36
【登陆计划】TF家族三代出道实录《登陆日》海边特辑｜偷偷去海边,TOP登陆少年,https://www.bilibili.com/video/BV17W421X7au,125.0万,27.8万,我们一起去海边吧！,7.3万,1.7万,7.3万,6505,"['娱乐', '明星综合', 'TF家族']",2024-08-25 13:53:15
【2024全球冠军赛】总决赛 EDG vs TH,无畏契约赛事,https://www.bilibili.com/video/BV1d2421d7BX,292.0万,2.7万,【2024全球冠军赛】总决赛 EDG vs TH,6.1万,4.1万,6.1万,3664,"['游戏', '电子竞技', '电子竞技', '电竞赛事', '游戏赛事', '瓦罗兰特', '无畏契约', 'VCTCN', 'VAL', 'VCT', 'valorant']",2024-08-25 16:30:50
互联网上的禁区，兄妹恋？慢脚里最毁三观的视频！,楼上的老张,https://www.bilibili.com/video/BV1rn4y1f7k3,189.4万,1.7万,"weibo@楼上的张姐
这期做完之后最近都不会再做了！人已经受不了了！
当然如果你有什么逆天慢脚素材可以投稿到laozhanghenshuai@163.com这个邮箱",11.7万,1.6万,11.7万,1.9万,"['生活', '搞笑', '奇葩', '搞笑', '社会', '高能', '娱乐', '吐槽', 'reaction', '段子', '土味', '慢脚']",2024-08-25 11:05:00
【星穹夏日联欢盛典】《五星角色批量获取指南》,盐鱼安图丁,https://www.bilibili.com/video/BV1dT421z7iN,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,['Not Found'],Not Found
二阳没被录取究竟为何……,二阳咂-,https://www.bilibili.com/video/BV1tw4m1r7cH,423.5万,924,-,25.1万,2719,25.1万,276,"['影视', '小剧场', '大学', '校园', '原创']",2024-08-23 19:02:26
不是哥们，真给你玩到黑神话悟空了？还一命速通黑熊精,村长解说一下,https://www.bilibili.com/video/BV1h6WZeNEdC,384.9万,944,Not Found,16.8万,2184,16.8万,1.6万,"['影视', '短片', '人类', '冒险', '纪录片', '黑神话悟空', '黑熊', '野外', '离谱', '必剪创作']",2024-08-24 18:49:40
《原神》角色预告-「卡齐娜：石星熠舞」,原神,https://www.bilibili.com/video/BV1jM4m1a7oy,168.6万,2867,"明明是在往地下挖掘，卡齐娜的钻头帮手为什么叫「冲天转转」？
唔…在水中游泳，在岩石间穿梭，和在天空中翱翔，其实没什么太大区别吧？

中文CV：
卡齐娜——静宸
 
日文CV：
卡齐娜——久保百合花

《原神》bilibili服下载地址：https://www.biligame.com/detail/?id=103496",13.7万,1.7万,13.7万,4902,"['游戏', '手机游戏', '卡齐娜', '米哈游', 'miHoYo', '原神', '原神5.0']",2024-08-26 12:00:00
由神作科幻小说改编，狂砸数亿，又被刘慈欣盛赞的电影，口碑却是两极分化,大酱电影,https://www.bilibili.com/video/BV1kf421i7vP,595.0万,1261,《安德的游戏》,4.4万,1970,4.4万,86,"['人人都能聊影视', '影视', '影视杂谈', '电影解说', '刘慈欣', '科幻', '安德的游戏', '人人都能聊影视3.0']",2024-08-23 17:30:55
黑神话原定关卡十三章！所有创作者辛苦了！,主游天然TI,https://www.bilibili.com/video/BV1rmW6eiECZ,301.1万,991,-,27.3万,663,27.3万,1717,"['游戏', '单机游戏', '国产游戏', '主机游戏', '单机游戏', '游戏', '游戏资讯', '游戏杂谈', '黑神话悟空', '黑神话', '动作游戏', 'steam游戏']",2024-08-25 14:25:35
校园80？不好意思，进去吧你【P2】,圆桌动漫,https://www.bilibili.com/video/BV1Rb42177zb,208.3万,5108,Not Found,5.2万,1.8万,5.2万,450,"['动画', '同人·手书', '搞笑', '圆桌宇宙']",2024-08-24 18:11:27
老非凡直接去河北找粉丝单挑,老非凡了啊,https://www.bilibili.com/video/BV1h74y1m7k2,284.7万,2808,哈哈哈哈,7.0万,5113,7.0万,180,"['BILIBILI金电视奖', '生活', '搞笑', '原创']",2024-08-24 12:00:42
《陕 北 说 鼠》,老坚果然翁,https://www.bilibili.com/video/BV1dT421B7Ro,89.2万,547,Not Found,12.5万,1.5万,12.5万,1.7万,"['黑神话天命人来也', '动画', '综合', '搞笑', '猫和老鼠', '动画短片', '游戏', '黑神话悟空', '综合', '陕北说书', '《黑神话：悟空》8.20 直面天命']",2024-08-25 11:40:00
认知狭隘的父母可能就是孩子的绊脚石...,三金的搞笑日常,https://www.bilibili.com/video/BV1DYWke9E4k,136.2万,3722,-,13.3万,5079,13.3万,3513,"['B站短片计划', '影视', '小剧场', '情感', '生活', '家庭', '剧情', '还原', '孩子', '内容', '真实', '父母', 'B站剧情创作人2.0']",2024-08-25 18:39:01
悟空销量一路狂飙，外媒改口好评如潮：适才相戏耳,波士顿圆脸,https://www.bilibili.com/video/BV1jz421v79i,118.1万,1.5万,Not Found,11.1万,2.4万,11.1万,1895,"['黑神话天命人来也', '资讯', '热点', '单机游戏', '文化', '黑神话悟空', '对外传播', '《黑神话：悟空》8.20 直面天命']",2024-08-25 19:47:01
没想到是这种口感：迪拜巧克力,元气八眉菌,https://www.bilibili.com/video/BV1or421K7ai,149.8万,2213,"八眉山寨作坊新品【迪拜巧克力】
还挺特别的，第一次吃到这种口感的巧克力！！",7.3万,3.0万,7.3万,3204,"['bilibili食界杯', '美食', '美食制作', '甜品', '美食教程', '巧克力', '下午茶', '甜点', '烘焙', '吃货', '美食测评', '美食复刻']",2024-08-24 17:50:40
无派蒙原人系列完结，满级大佬重回新手村！！？,泠代Lulu,https://www.bilibili.com/video/BV1Un4y1f7x7,112.1万,2266,"这么久以来，谢谢大家了！最后一期了，大家能不能看我做了这么久的份上点个三连呢（bushi

想了很久，这么拖着啥也不是，我本来也越来越厌烦这个系列了，也算是这么久以来画上一个不算完美的句号吧！

看各位想不想让我从零开始体验原神剧情，更到稻妻然后彻底结束，不过按照现在这个情况可能想看的人并不是很多哈哈哈",14.7万,9683,14.7万,713,"['原神4.8游戏攻略', '游戏', '手机游戏', '游戏杂谈', '原神搞笑', '原神配音', '无派蒙', '沙雕', '米哈游', '原人', '整活', '原神', '原神UP主激励计划4.8']",2024-08-24 12:05:00
当我们在MC里开了家「空岛汉堡店」第三期 !？,萝卜吃米洛,https://www.bilibili.com/video/BV11z421e7Qp,93.6万,6341,"这一次我们把卡慕sama炒鱿鱼了！希望给各位食客带来更好的用餐体验~！
感谢整合包作者 ：",10.8万,2.7万,10.8万,661,"['万物皆可游戏', '游戏', '单机游戏', '独立游戏', '沙盒游戏', '搞笑', '我的世界', '生存', '单机游戏', 'minecraft', '沙雕', '生存挑战']",2024-08-25 08:00:00
这队友能认识我，肯定是牢玩家,磊哥游戏,https://www.bilibili.com/video/BV1HT421z7GX,173.7万,2949,这队友能认识我，肯定是牢玩家,14.5万,6091,14.5万,1549,"['王者荣耀UP主激励计划', '游戏', '手机游戏', '王者荣耀', '王者荣耀 UP 主激励计划', '匹配机制']",2024-08-25 15:40:08
《黑神话悟空玩家现状》,二师兄不好拉,https://www.bilibili.com/video/BV1kT421z7Gu,245.4万,843,《黑神话悟空玩家现状》,35.8万,6036,35.8万,1.8万,"['影视整活大赏', '影视', '影视整活', '孙悟空', '西游记', '影视剪辑', '搞笑', '黑神话悟空', '黑神话', '神仙剪刀手5.0', '黑神话悟空玩家现状', '当代年轻人']",2024-08-23 16:28:11
【星穹夏日联欢盛典】炸裂！黄泉大战宿傩！,特效小哥studio,https://www.bilibili.com/video/BV1hT421z7hH,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,['Not Found'],Not Found
这是男生的统一速度吗？,阿瘫呀,https://www.bilibili.com/video/BV1df421i7JK,223.0万,221,-,23.6万,728,23.6万,450,"['开箱，但录取通知书版', '动画', 'MAD·AMV', '和哔哩哔哩一起过夏天']",2024-08-24 19:24:03
终于吃上自助餐了！刮彩票决定一日三餐第四期！,贤宝宝Baby,https://www.bilibili.com/video/BV1ai421r7bW,132.4万,5790,点赞10W！把你想要的UP主留在评论区！,14.6万,3.1万,14.6万,1462,"['我们的小城游记', '生活', '出行', '自助餐', '原创', '蛋黄破', '中奖', '贤宝宝', '彩票', '哲别']",2024-08-24 11:35:00
【爆肝】你能从一个方块上通关我的世界吗？,喜欢旅拍的阿玮,https://www.bilibili.com/video/BV18f421e7kD,68.5万,2929,"谢谢大家 这是一个月不更新的原因 希望大家能喜欢 
再次送给大家视频中的一段话：

  即便你知道你的斗争终将失败,
你的生活仍不是平庸和愚蠢的,
如果你为了美好事物和理想战斗，并认为你一定会成功,
那倒要平庸得多。
难道理想都能实现？我们人活着
难道是为战胜死亡？
不，我们活着，是为畏惧死亡，再爱上它。
正因为这样,微弱的生命才能绽放短暂的光芒。",8.3万,5.1万,8.3万,900,"['整点电子榨菜', '游戏', '单机游戏', '我的世界', 'MC', '生存', '沙盒游戏', '游戏', '通关MC', '极限模式', '单方块生存']",2024-08-25 17:00:00
【李炮炮儿】视频加载中，速速查收惊喜！,李炮炮儿,https://www.bilibili.com/video/BV1nz421v7Mj,99.2万,1300,-,18.9万,1924,18.9万,862,"['旅行随手记', '生活', '搞笑']",2024-08-24 00:53:56
【星穹夏日联欢盛典】飞霄印象曲「凌霄」,浮玉酱,https://www.bilibili.com/video/BV1X1WEetEsH,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,['Not Found'],Not Found
【星穹夏日联欢盛典】「飞云踏月战九霄」——负勇怀毅，荡涤妖寇,帷幕VMovie,https://www.bilibili.com/video/BV1Li421r74L,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,['Not Found'],Not Found
为了拍这组黑神话蜘蛛精cos，差点损失10w……,初夏未满-,https://www.bilibili.com/video/BV1d74y1278s,295.1万,977,-,28.8万,6.0万,28.8万,1.3万,"['黑神话游戏整活', '生活', '日常', '摄影', '黑神话悟空', 'Cosplay', '黑神话悟空蜘蛛精']",2024-08-23 12:12:11
当95后当了爸妈，是种怎样的体验？,狗粮夫妇,https://www.bilibili.com/video/BV1EZ421L7D4,210.5万,1056,Not Found,15.2万,2583,15.2万,984,"['B站短片计划', '影视', '短片', '原创', '爸妈', 'B站剧情创作人2.0']",2024-08-24 19:05:59
《黑神话悟空》隐藏彩蛋，壁画竟暗藏加密文字！,美男子Ro,https://www.bilibili.com/video/BV1zn4y1f7Pe,213.4万,3589,游戏名：黑神话悟空,22.4万,2764,22.4万,5180,"['黑神话天命人来也', '游戏', '单机游戏', '游戏解说', 'STEAM', '游戏杂谈', '单机游戏', '黑神话悟空', '黑神话', '动作游戏', '游戏鉴赏家', '《黑神话：悟空》8.20 直面天命']",2024-08-23 18:01:34
帅小伙花重金买了50款牛奶，究竟哪款最好喝？,记录生活的蛋黄派,https://www.bilibili.com/video/BV1Zi421672z,88.2万,3554,"三连吗
谢谢
这期我拍的不是很满意
争取下次做的更好",9.5万,3.0万,9.5万,2039,"['炎炎夏日·美食解暑气', '美食', '美食测评', '日常', '搞笑', '开箱', '试吃', '生活', '牛奶', '小伙', '沙雕', '美食测评']",2024-08-25 17:30:00
【黑神话】⚡️赐我猴头下酒⚡️,萌宠教主,https://www.bilibili.com/video/BV17DWfe7EFv,91.2万,727,"BGM：赐我
填词 | 剪辑：萌宠教主
调音：王牌p
音源：岸晓，沨漪

赐我猴头下酒，虎先锋早已经被撑坏",7.6万,2.1万,7.6万,1.1万,"['黑神话天命人来也', '游戏', '单机游戏', '搞笑', '填词', '翻唱', '黑神话悟空', '三拳打碎大圣梦', '虎先锋', '《黑神话：悟空》8.20 直面天命']",2024-08-24 15:48:35
灵虚子VS黑熊精！我们举办了一场黑神话BOSS斗法大会！,肥格Fager,https://www.bilibili.com/video/BV1by411H7Mt,129.2万,3914,"下期还想看到什么，评论区告诉我！
感谢",7.9万,1.9万,7.9万,2.0万,"['黑神话天命人来也', '游戏', '单机游戏', '搞笑', '游戏', '单机游戏', '娱乐', '黑神话悟空', '黑神话', '打游戏 选微星', '加点预算 上刀锋', '电子斗蛐蛐BVB', '《黑神话：悟空》8.20 直面天命']",2024-08-25 12:00:00
